25-29;5440228;5119166;4884267;4830118;4868797;4929390;5062877;5148655;5230457;5264663;5318219;5325226;5395260;5433194;5521581;5563316;5687119;5853400;5978725;6025799;6197246;6327507;6320134;6379672;6288406;6034298;5657478;5214083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34;6556704;6458807;6298305;6070265;5735040;5420698;5130846;4908723;4798907;4816963;4839237;4945263;5001348;5087641;5109978;5169349;5198365;5274785;5337300;5454429;5518922;5648102;5820078;6043247;6102791;6270161;6400512;6385234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 ;6128079;6205862;6320936;6355754;6405759;6420374;6350039;6202561;5951182;5596376;5279562;4975839;4750555;4627583;4635143;4664217;4768677;4851048;4956648;4989947;5068599;5106529;5185157;5326781;5444921;5505186;5635600;5805924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40-44 ;5303833;5507884;5661510;5730930;5813900;5875295;5949202;6067277;6076125;6156051;6147718;6056473;5889012;5632278;5272285;4977391;4726351;4539034;4448744;4480833;4534476;4644529;4733594;4908796;4937356;5007750;5041161;5110238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45-49;2664003;3020879;3558582;4245290;4760335;4985684;5181826;5325653;5375750;5434822;5480544;5517316;5612046;5614245;5695710;5704544;5629998;5495452;5291799;4988749;4739931;4524626;4364324;4351848;4388816;4438688;4546390;4626578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 ;4801716;4247759;3533478;2886617;2471571;2431361;2763034;3262764;3887339;4361757;4543554;4687715;4787243;4828820;4879531;4937828;5009902;5120197;5152105;5263733;5303547;5255181;5154298;5057055;4780600;4545011;4343928;4192011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59;3458853;3699809;4022646;4293106;4328585;4240172;3747439;3126175;2555406;2183553;2150506;2424710;2853281;3405963;3831421;4017243;4151779;4249147;4299229;4368009;4437074;4524639;4649661;4773461;4900632;4947111;4912848;4824036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60-64;3644502;3525242;3242103;2972249;2871956;2920843;3127075;3416853;3652365;3679487;3579476;3128676;2581214;2106136;1807533;1815235;2084624;2457075;2932747;3301893;3463571;3584410;3686287;3814403;3887444;3963518;4055180;4173981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65-69;2024492;2356510;2629152;2808041;2916694;2877470;2779367;2560611;2365777;2278020;2318594;2468939;2678180;2862519;2889439;2821871;2472718;2053289;1685842;1461482;1485527;1720150;2035610;2478849;2799845;2942496;3054010;3144349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70 и более;2284560;2290783;2317948;2385479;2483543;2668926;2889996;3121205;3296665;3454312;3531378;3584591;3534470;3502934;3550048;3648888;3840877;3994744;4131676;4215096;4256304;4147118;3968279;3889629;3802698;3874478;3999322;4126632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Численность женщин в возрасте, лет: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-4;5212812;4786805;4336911;4023908;3733038;3502356;3330149;3266107;3157170;3101802;3101333;3157086;3245120;3369138;3443147;3526186;3622499;3739745;3859278;3924024;4081840;4229526;4329960;4504022;4623793;4658056;4544133;4387477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9;5940759;6021139;5962824;5852113;5681011;5346458;4927312;4471727;4108537;3790843;3548286;3360621;3303599;3215273;3176385;3171172;3236110;3305947;3409444;3474117;3544547;3631517;3740558;3906027;4006543;4169495;4320203;4420406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14;5382628;5494641;5668797;5823300;5936770;6092359;6181003;6118001;5973192;5777856;5423873;4994130;4555284;4211404;3896756;3654008;3449224;3366486;3261272;3219842;3202294;3261226;3325774;3474984;3541066;3617034;3708397;3820402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19;5142815;5177118;5258348;5335467;5416208;5472462;5610607;5797995;5959373;6055498;6226561;6294515;6179089;6019563;5841804;5548351;5176387;4757418;4392725;4035774;3736229;3495449;3395521;3332110;3287860;3271848;3331456;3395273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20-24;4637042;4735068;4829961;4990386;5099841;5211672;5258360;5355481;5410563;5505951;5574194;5724034;5876716;5985675;6001079;6104469;6180110;6142545;6080125;5974033;5701511;5329581;4888818;4549033;4137344;3834358;3591695;3486971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29;5313677;5029051;4813802;4706961;4711359;4748659;4882558;4983953;5106282;5186459;5279652;5311680;5402118;5445857;5532282;5566829;5670376;5813931;5930056;5985907;6131148;6228107;6202336;6240741;6123257;5844132;5462382;5007956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34;6472510;6396685;6238160;6017126;5697604;5410417;5129988;4919044;4795438;4802845;4828803;4952523;5028652;5139994;5206123;5296659;5338921;5420861;5469973;5561941;5597343;5697929;5840550;6049183;6116496;6267287;6365136;6332379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39;6181489;6261676;6399407;6434226;6509243;6528342;6470739;6319755;6076582;5736469;5439143;5136651;4914384;4788226;4791902;4820505;4936327;5033584;5153923;5221417;5311353;5352281;5428678;5557613;5653012;5689293;5789158;5929435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40-44;5457778;5679720;5860881;5957522;6081302;6171962;6253609;6391743;6407681;6495147;6502816;6437199;6265851;6008769;5652737;5348539;5073543;4869986;4758112;4769943;4805447;4918518;5016931;5213280;5282256;5373288;5412298;5483955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45-49;2868899;3221210;3805265;4563051;5144970;5407361;5636187;5811047;5893287;5999311;6083869;6146318;6279087;6292008;6374045;6379031;6299230;6138600;5905169;5572302;5283256;5020370;4822505;4788276;4804291;4840782;4953174;5047432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54;5581840;4968288;4144566;3386209;2897340;2816321;3167548;3744412;4480446;5047630;5288526;5497485;5659988;5747503;5858011;5948778;6026396;6151476;6161719;6245475;6256988;6181167;6029925;5899850;5575891;5289883;5028414;4828523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59;4285766;4538523;4970703;5372674;5481351;5416364;4830351;4034553;3295589;2810892;2733973;3061885;3612255;4330705;4893424;5147240;5348752;5505976;5588371;5694954;5777721;5857396;5984398;6099119;6192071;6208014;6136536;5986657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60-64;5046471;4870626;4478227;4129717;3969753;4054675;4313537;4744012;5126797;5226818;5149244;4574740;3805478;3107436;2650307;2592717;2928800;3459211;4145033;4680076;4916216;5105518;5262237;5445508;5557161;5646314;5727737;5852980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65-69;4218263;4496800;4688628;4745910;4762568;4596563;4443913;4079997;3776567;3625363;3706340;3947088;4342974;4704076;4809298;4749905;4214606;3511639;2869021;2451811;2410011;2733332;3233165;3948972;4463449;4694727;4882988;5034322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70 и более ;7172039;7221953;7313978;7462215;7651415;7906894;8155563;8442840;8624340;8801772;8840747;8877033;8791492;8739198;8807578;8956558;9270407;9558963;9833398;10003562;10124196;9951615;9618687;9486846;9283673;9355562;9506810;9670125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мужчины моложе трудоспособного возраста, человек;18229044;18007275;17707278;17469299;17147668;16729612;16287694;15764450;15105507;14501185;13936394;13346266;12853431;12457377;12106511;11791614;11686783;11703473;11824490;11885550;12074724;12356293;12669926;13172041;13518482;13793731;13980407;14076112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мужчины в трудоспособном возрасте2), человек;43417306;43482581;43688928;44024084;44098004;44148897;44126577;44195640;44277970;44425951;44556132;44962190;45424204;45767255;45948173;45974137;45890845;45752247;45441128;45186234;44896157;44545556;44186786;44416802;43888078;43470076;43030996;42575353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мужчины старше трудоспособного возраста, человек;7953554;8172535;8189203;8165769;8272193;8467239;8796438;9098669;9314807;9411819;9429448;9182206;8793864;8471589;8247020;8285994;8398219;8505108;8750265;8978471;9205402;9451678;9690176;10182881;10489987;10780492;11108512;11444962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Женщины моложе трудоспособного возраста, человек;17600612;17357584;17045847;16782811;16466743;16057651;15622571;15111643;14474249;13885963;13337719;12768779;12282434;11891991;11564514;11280963;11155131;11150673;11261764;11323484;11492870;11753725;12046764;12517174;12841079;13101114;13273337;13353891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Женщины в трудоспособном возрасте2), человек;40591637;40413817;40273075;40307458;40441943;40650718;41225489;42067622;42894302;43613848;43959337;44243463;44427454;44331419;44209757;44083564;43853992;43589906;43120032;42661291;42159086;41591946;40974792;40997945;40310730;39754342;39233109;38786318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Женщины старше трудоспособного возраста, человек;20722539;21127902;21451536;21710516;21865087;21974496;21743364;21301402;20823293;20464845;20430304;20460746;20552199;20881415;21160607;21446420;21762565;22035789;22435823;22830403;23228144;23647861;24098487;24980445;25496354;25904617;26254071;26544084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1) За 2003-2010 гг. оценка общей численности и возрастно-полового состава населения пересчитана с учетом итогов Всероссийской переписи населения 2010 года, полученных согласно срокам, утвержденным постановлением Правительства Российской Федерации от 12 ноября 2010 года № 896 «О подведении итогов Всероссийской переписи населения 2010 года».;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2) Мужчины в возрасте 16-59 лет, женщины - 16-54 года.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Показатели естественного движения населения;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Число родившихся, человек;1794626;1587644;1378983;1408159;1363806;1304638;1259943;1283292;1214689;1266800;1311604;1396967;1477301;1502477;1457376;1479637;1610122;1713947;1761687;1788948;1796629;1902084;1895822;1942683;1940579;1888729;1690307;1604344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Число умерших, человек;1690657;1807441;2129339;2301366;2203811;2082249;2015779;1988744;2144316;2225332;2254856;2332272;2365826;2295402;2303935;2166703;2080445;2075954;2010543;2028516;1925720;1906335;1871809;1912347;1908541;1891015;1826125;1828910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Естественный прирост населения1), человек;103969;-219797;-750356;-893207;-840005;-777611;-755836;-705452;-929627;-958532;-943252;-935305;-888525;-792925;-846559;-687066;-470323;-362007;-248856;-239568;-129091;-4251;24013;30336;32038;-2286;-135818;-224566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
