2.13.;;Численность иностранных граждан, имевших действующий патент на осуществление трудовой деятельности
;;КАДРЫ ГОСУДАРСТВЕННЫХ ОРГАНОВ И ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ
2.14.;;Численность работников государственных органов и органов местного самоуправления  
2.15.;;Численность работников территориальных органов федеральных органов исполнительной власти   
2.16.;;Численность работников органов исполнительной власти субъектов Российской Федерации и органов местного самоуправления  
2.17.;;Численность работников органов местного самоуправления  
2.17.1.;;Всего
2.17.2.;;В представительных органах
2.17.3.;;В местных администрациях (исполнительно-распорядительных органах муниципальных образований)
;;3. УРОВЕНЬ ЖИЗНИ НАСЕЛЕНИЯ
;;ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ
3.1.;;Реальные доходы населения
3.1.1.;;Реальные доходы населения  
3.1.2.;;Реальная начисленная заработная плата работников организаций
3.1.3.;;Реальный размер назначенных пенсий
3.2.;;Среднедушевые денежные доходы населения
3.3.;;Среднемесячная номинальная начисленная заработная плата работников организаций
3.4.;;Среднемесячная начисленная заработная плата работников органов местного самоуправления
3.4.1.;;Всего
3.4.2.;;В представительных органах муниципальных образований
3.4.3.;;В местных администрациях (исполнительно-распорядительных органах муниципальных образований)
3.5.;;Медианная заработная плата работников организаций
3.6.;;Средний размер назначенных пенсий  
3.7.;;Численность пенсионеров
3.7.1.;;Всего
3.7.2.;;на 1000 человек населения
3.8.;;Численность занятых, приходящихся на одного пенсионера  
3.9.;;Структура денежных доходов населения  
3.10.;;Структура социальных выплат  
3.11.;; Величина прожиточного минимума, установленная в целом по Российской Федерации  и в субъектах Российской Федерации  
3.12.;;Величина прожиточного минимума пенсионера в целях установления социальной доплаты к пенсии  
3.13.;;Численность населения с денежными доходами ниже величины прожиточного минимума  
3.14.;;Потребительские расходы в среднем на душу населения  
3.15.;;Структура использования денежных доходов населения  
3.16.;;Структура потребительских расходов домашних хозяйств  
3.17.;;Число собственных легковых автомобилей на 1000 человек населения  
;;ПОТРЕБЛЕНИЕ ПРОДУКТОВ ПИТАНИЯ
3.18.;;Потребление мяса и мясопродуктов  (включая субпродукты II категории и жир-сырец) на душу населения 
3.19.;;Потребление молока и молочных продуктов на душу населения 
3.20.;;Потребления яиц на душу населения 
3.21.;;Потребления сахара на душу населения 
3.22.;;Потребление растительного масла на душу населения 
3.23.;;Потребление хлебных продуктов на душу населения 
;;ЖИЛИЩНЫЕ УСЛОВИЯ НАСЕЛЕНИЯ
3.24.;;Жилищный фонд  
3.24.1.;;Всего
3.24.2.;;Городской жилищный фонд
3.24.3.;;Сельский жилищный фонд
3.25.;;Общая площадь жилых помещений, приходящаяся в среднем на одного жителя
3.26.;;Удельный вес аварийного жилищного фонда в общей площади всего жилищного фонда
3.27.;;Предоставление гражданам жилых помещений
3.27.1.;;Число семей, состоявших на учете в качестве нуждающихся в жилых помещениях
3.27.2.;;Удельный вес семей, состоявших на учете в качестве нуждающихся в жилых помещениях, в общем числе семей
3.27.3.;;Число семей, получивших жилые помещения и улучшивших жилищные условия за год
3.27.4;;Удельный вес семей, получивших жилые помещения, в числе семей, состоявших на учете в качестве нуждающихся в жилых помещениях
3.28.;;Удельный вес расходов домашних хозяйств на оплату жилищно-коммунальных услуг
3.28.1.;;В процентах от общей суммы потребительских расходов
3.28.2.;;В процентах от общей суммы расходов на оплату услуг
3.29.;;Предоставление гражданам субсидий на оплату жилого помещения  и коммунальных услуг
3.29.1.;;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг
3.29.2.;;Общая сумма начисленных субсидий на оплату жилого помещения и коммунальных услуг
3.29.3.;; Среднемесячный размер субсидий на семью
3.30.;;Предоставление гражданам социальной поддержки (льгот) по оплате жилого помещения и коммунальных услуг
3.30.1;;Численность граждан, пользующихся социальной поддержкой по  оплате жилого помещения и коммунальных услуг
3.30.2.;;Объем средств, предусмотренных на предоставление гражданам социальной поддержки по оплате жилого помещения и коммунальных услуг
3.30.3.;;Среднемесячный размер социальной поддержки на одного пользователя
;;4. ОБРАЗОВАНИЕ
4.1.;;Организации, осуществляющие образовательную деятельность по образовательным программам дошкольного образования, присмотр и уход за детьми  и численность воспитанников в них
4.1.1.;;Число организаций
4.1.2.;;Численность воспитанников
4.2.;;Валовой коэффициент охвата дошкольным образованием
4.3.;;Обеспеченность детей дошкольного возраста местами в организациях, осуществляющих образовательную деятельность по образовательным программам дошкольного образования, присмотр и уход за детьми
4.4.;;Число организаций, осуществляющих образовательную деятельность по образовательным программам начального, основного и среднего общего образования
4.5.;;Численность учителей организаций, осуществляющих образовательную деятельность по образовательным программам начального, основного и среднего общего образования
4.6.;;Численность обучающихся в организациях, осуществляющих образовательную деятельность по образовательным программам начального, основного и среднего общего образования
4.7.;;Удельный вес обучающихся во вторую и третью смены в организациях, осуществляющих образовательную деятельность по образовательным программам начального, основного и среднего общего образования
4.8.;;Выпуск обучающихся организациями, осуществляющих образовательную деятельность по образовательным программам начального, основного и среднего общего образования
4.8.1.;;Выпуск обучающихся с аттестатом об основном общем образовании
4.8.2.;;Выпуск обучающихся с аттестатом о среднем общем образовании
4.9.;;Число профессиональных образовательных организаций, осуществляющих подготовку квалифицированных рабочих, служащих в 2000-2015 гг.
4.10.;;Число образовательных организаций, осуществляющих образовательную деятельность по образовательным программам среднего профессионального образования 
4.11.;;Число филиалов образовательных организаций, осуществляющих образовательную деятельность по образовательным программам среднего профессионального образования
4.12.;;Преподаватели и мастера производственного обучения,  реализующие программы подготовки квалифицированных рабочих, служащих
4.12.1.;;Численность преподавателей
4.12.2.;;Численность мастеров производственного обучения
4.13.;;Преподаватели и мастера производственного обучения, реализующие программы подготовки специалистов среднего звена
4.13.1.;;Численность преподавателей
4.13.2.;;Численность мастеров производственного обучения
4.14.;;Численность студентов, обучающихся по программам подготовки квалифицированных рабочих, служащих
4.15.;;Прием на обучение по программам подготовки квалифицированных рабочих, служащих
4.16.;;Выпуск квалифицированных рабочих и служащих
4.17.;;Численность студентов, обучающихся по программам подготовки специалистов среднего звена
4.18.;;Численность студентов государственных и муниципальных профессиональных образовательных организаций, обучающихся по программам подготовки специалистов среднего звена на 10 000 человек населения
4.19.;;Прием на обучение по программам подготовки специалистов среднего звена
4.20.;;Выпуск специалистов   среднего звена
4.21.;;Число образовательных организаций высшего образования и научных организаций, осуществляющих образовательную деятельность по программам бакалавриата, специалитета, магистратуры
4.22.;;Число филиалов образовательных организаций высшего образования
4.23.;;Численность профессорско-преподавательского персонала , осуществляющего образовательную деятельность по программам высшего образования
4.24.;;Численность студентов, обучающихся по программам бакалавриата, специалитета, магистратуры
4.25.;;Численность студентов, обучающихся по программам бакалавриата, специалитета, магистратуры на 10 000 человек населения
4.26.;;Прием на обучение по программам бакалавриата, специалитета, магистратуры
4.27.;;Выпуск бакалавров, специалистов, магистров
4.28.;;Организации, ведущие подготовку аспирантов
4.28.1.;;Число организаций
4.28.2.;;Численность аспирантов
4.29.;;Организации, ведущие подготовку докторантов
4.29.1.;;Число организаций
4.29.2.;;Численность докторантов
;;5. ЗДРАВООХРАНЕНИЕ
5.1.;;Число больничных коек
5.1.1.;;Всего
5.1.2.;;На 10 000 человек населения
5.2.;;Численность населения на одну больничную койку  
5.3.;;Мощность амбулаторно-поликлинических организаций  
5.3.1.;;Всего
5.3.2.;;На 10 000 человек населения
5.4.;;Численность врачей всех специальностей  
5.4.1.;;Всего
5.4.2.;;На 10 000 человек населения
5.5.;;Нагрузка на работников сферы здравоохранения  
5.5.1.;;Численность населения на одного врача
5.5.2.;; Численность населения на одного работника  среднего медицинского персонала
5.6.;;Численность среднего медицинского персонала  
5.6.1.;;Всего
5.6.2.;;На 10 000 человек населения
5.7.;;Прерывание беременности (аборты)  
5.7.1.;; На 1000 женщин 15-49 лет
5.7.2.;; На 100 родов
5.8.;;Заболеваемость на 1000 человек населения   
5.9.;;Заболеваемость на 1000 человек населения по основным классам болезней
5.9.1.;;Некоторые инфекционные и паразитарные болезни
5.9.2.;;Новообразования
5.9.3.;;Болезни крови, кроветворных органов и отдельные нарушения, вовлекающие иммунный механизм
5.9.4.;;Болезни эндокринной системы, расстройства питания и нарушения обмена веществ
5.9.5.;;Болезни нервной системы
5.9.6.;;Болезни глаза и его придаточного аппарата
5.9.7.;;Болезни уха и сосцевидного отростка
5.9.8.;;Болезни системы кровообращения
5.9.9.;;Болезни органов дыхания
5.9.10.;;Болезни органов пищеварения
5.9.11.;;Болезни кожи и подкожной клетчатки
5.9.12.;;Болезни костно-мышечной системы и соединительной ткани
5.9.13.;;Болезни мочеполовой системы
5.9.14.;;Врожденные аномалии (пороки развития), деформации и хромосомные нарушения
5.9.15.;;Травмы, отравления и некоторые другие последствия внешних причин
;;6. КУЛЬТУРА, ОТДЫХ И ТУРИЗМ
6.1.;;Численность зрителей театров и число посещений музеев на 1000 человек населения  
6.1.1.;;Численность зрителей театров 
6.1.2.;;Число посещений музеев
6.2.;;Число спортивных сооружений  
6.2.1.;;Стадионы с трибунами на 1500 мест и более
6.2.2.;;Плоскостные спортивные сооружения (площадки и поля)
6.2.3.;;Спортивные залы
6.2.4.;;Плавательные бассейны
6.3.;;Общедоступные библиотеки  
6.3.1.;;Библиотечный фонд на 1000 человек населения
6.3.2.;;Численность пользователей 
6.4.;;Выпуск газет на 1000 человек населения  
6.5.;;Детский отдых
6.5.1.;;Число организаций отдыха и оздоровления детей
6.5.2.;;Численность детей, отдохнувших в них за лето
6.6.;;Коллективные средства размещения
6.6.1.;;Число коллективных средств размещения
6.6.2.;;Численность  размещенных лиц
6.7.;;Туристские фирмы
6.7.1.;;Число туристских фирм
6.7.2.;;Число турпакетов, реализованных населению 
6.8.;;Численность российских туристов, обслуженных туристскими фирмами
6.8.1.;;Численность российских туристов, отправленых туристскими фирмами, в туры по России
6.8.2.;;Численность российских туристов, отправленных туристскими фирмами, в зарубежные туры 
;;7. ПРЕСТУПНОСТЬ
7.1.;;Число зарегистрированных убийств и покушений на убийство  
7.2.;;Число преступлений, совершенных несовершеннолетними и при их соучастии  
;;8. ЗЕМЕЛЬНЫЕ РЕСУРСЫ И ОХРАНА ОКРУЖАЮЩЕЙ ПРИРОДНОЙ СРЕДЫ
8.1.;;Земельная площадь по видам угодий
8.1.1.;; Сельскохозяйственные угодья
8.1.2.;; Лесные земли
8.1.3.;; Поверхностные воды, включая болота
8.2.;;Выбросы загрязняющих веществ в атмосферный воздух, отходящих от стационарных источников
8.3.;;Выбросы загрязняющих атмосферу веществ, отходящих от стационарных источников, по отношению к показателям 2007 года
8.4.;;Улавливание загрязняющих атмосферу веществ, отходящих от стационарных источников
8.5.;;Доля уловленных и обезвреженных загрязняющих атмосферу веществ в общем количестве отходящих загрязняющих веществ от стационарных источников
8.6.;;Использование свежей воды
8.7.;;Объем оборотной и последовательно используемой воды
8.8.;;Сброс загрязненных сточных вод в поверхностные водные объекты
;;9. ВАЛОВОЙ РЕГИОНАЛЬНЫЙ ПРОДУКТ
9.1.;;Валовой региональный продукт  
9.2.;;Валовой региональный продукт на душу населения  
9.3.;;Индекс физического объема валового регионального продукта  
9.4.;;Фактическое конечное потребление домашних хозяйств на территории субъектов Российской Федерации
9.4.1.;;Всего
9.4.2.;;Расходы домашних хозяйств
9.4.3.;;Социальные трансферты в натуральной форме
9.5.;;Фактическое конечное потребление домашних хозяйств на душу населения на территории субъектов Российской Федерации  
9.6.;;Валовое накопление основного капитала в 2000-2015 гг.
;;10. ОСНОВНЫЕ ФОНДЫ
10.1.;;Стоимость основных фондов
10.2.;;Ввод в действие основных фондов
10.3.;;Степень износа основных фондов
10.4.;;Удельный вес полностью изношенных основных фондов
;;11. ИНВЕСТИЦИИ 
;;ИНВЕСТИЦИИ В ОСНОВНОЙ КАПИТАЛ
11.1.;;Инвестиции в основной капитал
11.2.;;Инвестиции в основной капитал на душу населения
11.3.;;Индекс физического объема инвестиций в основной капитал
;;ИНОСТРАННЫЕ ИНВЕСТИЦИИ
11.4.;;Поступление прямых иностранных инвестиций в Российскую Федерацию
11.4.1.;;Сальдо
11.4.2.;;Поступило
11.4.3.;;Изъято
;;12. ПРЕДПРИЯТИЯ И ОРГАНИЗАЦИИ
;;ОБЩАЯ ХАРАКТЕРИСТИКА ПРЕДПРИЯТИЙ И ОРГАНИЗАЦИЙ
 12.1;;Число предприятий и организаций  
12.2.;;Оборот организаций
;;МАЛОЕ ПРЕДПРИНИМАТЕЛЬСТВО
12.3.;;Итоги выборочных обследоваений
12.3.1.;;Число малых предприятий
12.3.2.;;Число малых предприятий на 10 000 человек населения
12.3.3.;;Среднесписочная численность работников
12.3.4.;;Оборот малых предприятий
12.4.;;Итоги сплошных наблюдений
12.4.1.;;  Число малых предприятий в 2010, 2015 гг.
12.4.2.;;  Число малых предприятий на 10 000 человек населения в 2010, 2015 гг.
12.4.3.;;  Среднесписочная численность работников в 2010, 2015 гг.
12.4.4.;;Выручка от реализации товаров (работ, услуг) малых предприятий  в 2010, 2015 гг.
;;ФИНАНСОВЫЕ РЕЗУЛЬТАТЬ ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИЙ 
12.5.;;Сальдированный финансовый результат (прибыль минус убыток) деятельности организаций
12.6.;;Удельный вес убыточных организаций
12.7.;;Кредиторская задолженность организаций
12.7.1.;;Всего
12.7.2.;;Просроченная
12.8.;;Дебиторская задолженность организаций
12.8.1.;;Всего
12.8.2.;; Просроченная
12.9.;;Численность работников, перед которыми организация имеет просроченную задолженность по заработной плате
12.10.;;Просроченная задолженность по заработной плате работникам организаций
12.11.;;Просроченная задолженность по заработной плате в расчете на одного работника, перед которым имеется просроченная задолженность
;;ИНДИВИДУАЛЬНОЕ ПРЕДПРИНИМАТЕЛЬСТВО
12.12.;;Итоги выборочных обследований 
12.12.1.;;Численность фактически действующих индивидуальных предпринимателей
12.12.2.;;Численность занятых в бизнесе индивидуального предпринимателя
12.12.3.;;Объем выручки от продажи товаров, продукции, работ, услуг
12.13.;;Итоги сплошных наблюдений
12.13.1.;;Число индивидуальных предпринимателей в 2010, 2015 гг. 
12.13.2.;;Число индивидуальных предпринимателей на 10 000 человек населения в 2010, 2015 гг.
12.13.3.;;Средняя численность работников в 2010, 2015 гг.
12.13.4.;;Выручка от реализации товаров (работ, услуг) в 2010, 2015 гг.
;;13. ПРОМЫШЛЕННОЕ ПРОИЗВОДСТВО
13.1.;;Объем промышленной продукции в 2000-2004 гг.
13.2.;;Объем отгруженных товаров собственного производства, выполненных работ и услуг собственными силами по видам экономической деятельности 
13.2.1.;;«Добыча полезных ископаемых» в в соответствии с ОКВЭД (2005-2016 гг.)
13.2.2.;;«Добыча полезных ископаемых» в  в соответствии с ОКВЭД2 (2017-2018  гг.)
13.2.3.;;«Обрабатывающие производства» в соответствии с ОКВЭД (2005-2016 гг.)
13.2.4.;;«Обрабатывающие производства» в  в соответствии с ОКВЭД2 (2017-2018  гг.)
13.2.5.;;«Производство и распределение электроэнергии, газа и воды» в соответствии с ОКВЭД (2005-2016 гг.)
13.2.6.;;"«Обеспечение электрической энергией, газом и паром; кондиционирование воздуха» в соответствии с ОКВЭД2 (2017-2018 гг.)"
13.2.7.;;"«Водоснабжение; водоотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений» в соответствии с ОКВЭД2 (2017-2018 гг.)"
13.3.;;Индексы промышленного производства
13.3.1.;;В соответствии с ОКВЭД (2000-2016 гг.)
13.3.2.;;В соответствии с ОКВЭД2  (2015-2018 гг.)
13.4.;;Индексы производства по виду экономической деятельности «Добыча полезных ископаемых»
13.4.1.;;В  соответствии с ОКВЭД (2000-2016 гг.)
13.4.2.;;В соответствии с ОКВЭД2  (2015-2018 гг.)
13.5.;;Индексы производства по виду экономической деятельности «Обрабатывающие производства»
13.5.1.;;В соответствии с ОКВЭД (2000-2016 гг.)
13.5.2.;;В соответствии с ОКВЭД2  (2015-2018 гг.)
13.6.;;Индексы производства по виду экономической деятельности  «Производство и распределение электроэнергии, газа и воды» в  соответствии с ОКВЭД (2000-2016 гг.)
13.7.;;"Индексы производства по виду экономической деятельности  «Обеспечение электрической энергией, газом и паром; кондиционирование воздуха» в соответствии с ОКВЭД2  (2015-2018 гг.)"
13.8.;;"Индексы производства по виду экономической деятельности «Водоснабжение; водоотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений» в соответствии с ОКВЭД2 (2015-2018 гг.)"
13.9.;;Мощность электростанций
13.10.;;Производство электроэнергии
;;14. СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, РЫБОЛОВСТВО И РЫБОВОДСТВО
;; СЕЛЬСКОЕ ХОЗЯЙСТВО
;;ОСНОВНЫЕ ПОКАЗАТЕЛИ СЕЛЬСКОГО ХОЗЯЙСТВА
14.1.;;Продукция сельского хозяйства 
14.2.;;Индексы производства продукции сельского хозяйства 
14.2.1.;;Всего
14.2.2.;;Продукция растениеводства
14.2.3.;;Продукция животноводства
14.3.;;Основные финансовые показатели организаций, осуществляющих деятельность в растениеводстве и животноводстве 
14.3.1.;;Сальдированный финансовый результат (прибыль минус убыток) организаций. Растениеводство
14.3.2.;;Сальдированный финансовый результат (прибыль минус убыток) организаций.  Животноводство
14.3.3.;;Рентабельность проданных товаров, продукции (работ, услуг) организаций. Растениеводство
14.3.4.;;Рентабельность проданных товаров, продукции (работ, услуг) организаций. Животноводство
;;РАСТЕНИЕВОДСТВО
14.4.;;Посевные площади сельскохозяйственных культур
14.5.;;Посевные площади зерновых и зернобобовых культур
14.6.;;Посевные площади сахарной свеклы
14.7.;;Посевные площади подсолнечника
14.8.;;Посевные площади льна-долгунца
14.9.;;Посевные площади картофеля
14.10.;;Посевные площади овощей
14.11.;;Валовой сбор зерна (в весе после доработки)
14.12.;;Урожайность зерновых и зернобобовых культур (в весе после доработки)
14.13.;;Валовой сбор сахарной свеклы
14.14.;;Урожайность сахарной свеклы
14.15.;;Валовой сбор семян подсолнечника (в весе после доработки)
14.16.;;Урожайность подсолнечника
14.17.;;Валовой сбор льноволокна
14.18.;;Урожайность льна-долгунца
14.19.;;Валовой сбор картофеля
14.20.;;Урожайность картофеля
14.21.;;Валовой сбор овощей
14.22.;;Урожайность овощей
14.23.;;Валовой сбор плодов и ягод
14.24.;;Внесение удобрений на один гектар посева сельскохозяйственных культур в сельскохозяйственных организациях
14.24.1.;;Минеральные удобрения (в пересчете на 100% питательных веществ)
14.24.2.;; Органические удобрения
;;ЖИВОТНОВОДСТВО
14.25.;;Поголовье крупного рогатого скота
14.26.;;Поголовье свиней
14.27.;;Поголовье овец и коз
14.28.;;Производство скота и птицы на убой (в убойном весе)
14.29.;;Производство молока
14.30.;;Надой молока на одну корову в сельскохозяйственных организациях
14.31.;;Производство яиц
14.32.;;Средняя годовая яйценоскость кур- несушек в сельскохозяйственных организациях
14.33.;;Производство шерсти
14.34.;;Средний годовой настриг шерсти с одной овцы в сельскохозяйственных организациях
14.35.;;Производство меда
14.36.;;Расход кормов в расчете на одну условную голову крупного скота в сельскохозяйственных организациях
;;ЛЕСНОЕ ХОЗЯЙСТВО
14.37.;;Лесные ресурсы
14.37.1.;; Площадь земель лесного фонда и земель иных категорий, на которых расположены леса
14.37.2.;;Площадь, покрытая лесом
14.37.3.;;Лесистость территорий
14.37.4.;;Общий запас древесины
14.38.;;Лесовосстановление 
14.39.;;Лесные пожары на землях лесного фонда и землях иных категорий  
14.39.1;;Число лесных пожаров
14.39.2.;;Площадь лесных земель, пройденная пожарами
14.40.;;Основные показатели по виду деятельности «Лесозаготовки» 
14.40.1.;;Число предприятий и организаций
14.40.2.;;Среднегодовая численность работников  организаций
14.40.3.;;Сальдированный финансовый результат (прибыль минус убыток) деятельности организаций
14.40.4.;;"Удельный вес убыточных  организаций в общем числе организаций по виду экономической деятельности ""Лесозаготовки"""
14.41.;;Производство лесоматериалов  необработанных 
;;РЫБОЛОВСТВО И РЫБОВОДСТВО
14.42.;;"Основные показатели по виду экономической деятельности ""Рыболовство"""
14.42.1.;;Число предприятий и организаций 
14.42.2.;;Среднегодовая численность работников организаций
14.42.3.;;Сальдированный финансовый результат ( прибыль минус убыток) деятельности организаций
14.42.4.;;"Удельный вес убыточных организаций в общем числе организаций по виду экономической деятельности ""Рыболовство"""
14.43.;;"Основные показатели по виду экономической деятельности ""Рыбоводство"""
14.43.1.;;Число предприятий и организаций
14.43.2.;;Среднегодовая численность работников организаций
14.43.3.;;Сальдированный финансовый результат ( прибыль минус убыток) деятельности организаций
14.43.4.;;"Удельный вес убыточных организаций в общем числе организаций по виду экономической деятельности ""Рыбоводство"""
14.44.;;Улов рыбы и добыча других водных биоресурсов
;;15. СТРОИТЕЛЬСТВО
;;СТРОИТЕЛЬНАЯ ДЕЯТЕЛЬНОСТЬ
15.1.;;Число действующих строительных организаций  
15.2.;;Объем работ, выполненных по виду экономической деятельности «Строительство» 
15.3.;;Ввод в действие зданий жилого и нежилого назначения
15.3.1.;;Число зданий
15.3.2.;;Общий строительный объем  зданий
15.3.3.;;Общая площадь зданий
;;ЖИЛИЩНОЕ И СОЦИАЛЬНО-КУЛЬТУРНОЕ СТРОИТЕЛЬСТВО
15.4.;;Ввод в действие жилых домов  
15.4.1.;;Всего 
15.4.2.;;Ввод в действие жилых домов. на 1000 человек населения
15.5.;;Ввод в действие квартир  
15.5.1.;;Всего
15.5.2.;;Ввод в действие квартир на 1000 человек населения
15.6.;;Ввод в действие жилых домов, построенных жилищно-строительными кооперативами
15.7.;;Ввод в действие жилых домов, построенных населением за счет собственных и привлеченных средств
15.8.;;Удельный вес жилых домов, построенных населением за счет собственных и привлеченных средств, в общем вводе жилья  
15.9.;;Ввод в действие мощностей общеобразовательных организаций 
15.9.1.;;Общеобразовательные организации
15.9.2.;;Дошкольные образовательные организации
15.10.;;Ввод в действие мощностей больничных организаций  
15.10.1.;; Всего
15.10.2.;; На 100 000 человек населения
15.11.;;Ввод в действие мощностей  амбулаторно-поликлинических организаций  
15.11.1.;;Всего
15.11.2.;;На 100 000 человек населения
;;16. ТОРГОВЛЯ И УСЛУГИ НАСЕЛЕНИЮ
;;РОЗНИЧНАЯ ТОРГОВЛЯ
16.1.;;Оборот розничной торговли  
16.2.;;Индексы физического объема оборота розничной торговли  
16.3.;;Оборот розничной торговли на душу населения  
16.4.;;Продажа товаров на розничных рынках и ярмарках  
16.5.;;Оборот розничной торговли по торговым сетям  
16.6.;;Структура оборота розничной торговли  
16.6.1.;;Пищевые продукты, включая напитки, и табачные изделия
16.6.2.;;Непродовольственные товары
16.7.;;Оборот общественного питания 
;;ОПТОВАЯ ТОРГОВЛЯ
16.8.;;Оборот оптовой торговли
16.8.1.;;Всего
16.8.2.;;Оборот оптовой торговли организаций оптовой торговли
;;УСЛУГИ НАСЕЛЕНИЮ
16.9.;;Объем платных услуг населению
16.9.1.;;Всего
16.9.2.;;На душу населения
16.10.;;Объем бытовых услуг населению
16.10.1.;;Всего
16.10.2.;;На душу населения
16.11.;;Объем транспортных услуг населению
16.11.1.;;Всего
16.11.2.;;На душу населения
16.12.;;Объем телекоммуникационных услуг населению
16.12.1.;;Всего
16.12.2.;;На душу населения
16.13.;;Объем коммунальных услуг населению
16.13.1;;Всего
16.13.2;;На душу населения
;;17. ТРАНСПОРТ
17.1.;;Отправление грузов железнодорожным транспортом общего пользования
17.2.;;Отправление  пассажиров железнодорожным транспортом общего пользования
17.3.;;Плотность железнодорожных путей общего пользования
17.4.;;Перевозки грузов автомобильным транспортом организаций всех видов деятельности  
17.5.;;Грузооборот автомобильного транспорта организаций всех видов деятельности
17.6.;;Перевозки пассажиров автобусами общего пользования
17.7.;;Пассажирооборот автобусов общего пользования 
17.8.;;Удельный вес автомобильных дорог с твердым покрытием в общей протяженности автомобильных дорог общего пользования
17.9.;;Удельный вес автомобильных дорог с усовершенствованным покрытием в протяженности автомобильных дорог с твердым покрытием общего пользования
17.10.;;Плотность автомобильных дорог общего пользования с твердым покрытием  
17.11.;;Число автобусов общего пользования на 100 000 человек населения  
17.12.;;Число дорожно-транспортных происшествий на 100 000 человек населения
17.13.;;Число лиц, погибших в дорожно-транспортных происшествиях на 100 000 человек населения
;;18. ИНФОРМАЦИОННЫЕ И КОММУНИКАЦИОННЫЕ ТЕХНОЛОГИИ
18.1.;;Использование информационных и коммуникационных технологий в организациях
18.1.1.;;Организации, использовавшие персональные компьютеры
18.1.2.;;Организации, использовавшие серверы
18.1.3.;;Организации, использовавшие локальные вычислительные сети
18.1.4.;;Организации, использовавшие глобальные информационные сети
18.2.;;Использование сети Интернет в организациях
18.2.1.;;Организации, использовавшие сеть Интернет
18.2.2.;;Организации, использовавшие широкополосный доступ к сети Интернет
18.3.;;Организации, имевшие веб-сайт  
18.4.;;Число персональных компьютеров на 100 работников
18.4.1.;;Всего
18.4.2.;;Число персональных компьютеров с доступом к сети Интернет
18.5.;;Использование электронного документооборота в организациях  
18.5.1.;;Организации, использовавшие системы электронного документооборота
18.5.2.;;Организации, использовавшие электронный обмен данными между своими и внешними информационными системами, по форматам обмена
18.6.;;Использование персональных компьютеров и сети Интернет в домашних хозяйствах
18.6.1.;;Удельный вес домашних хозяйств, имевших персональный компьютер
18.6.2.;;Удельный вес домашних хозяйств, имевших доступ к сети Интернет
