г. Санкт-Петербург;783;756;720;709;713;380;374;309;271;260;274;224;198;174;
Южный          федеральный округ;260;232;225;220;215;191;170;151;150;141;135;122;114;117;
Республика Адыгея;25;24;25;25;23;15;14;13;13;13;14;12;12;33;
Республика Калмыкия;6;7;5;6;6;2;2;2;1;1;-;-;-;-;
Республика Крым;;;;;;;;;;-;-;1;1;1;
Краснодарский край;203;184;174;165;166;153;135;121;120;113;109;100;92;79;
Астраханская область;2;3;3;4;3;3;2;1;1;1;-;-;-;-;
Волгоградская область;10;3;4;6;5;6;8;6;7;6;6;4;3;1;
Ростовская область;14;11;14;14;12;12;9;8;8;7;6;5;4;1;
г. Севастополь;;;;;;;;;;-;-;-;2;2;
Северо-Кавказский    федеральный округ;42;47;53;51;50;47;46;46;42;33;34;36;33;34;
Республика Дагестан;11;16;21;12;13;14;15;15;13;10;9;11;9;9;
Республика Ингушетия;2;3;2;3;4;4;4;4;4;2;1;-;1;1;
Кабардино-Балкарская Республика;4;4;6;7;7;4;4;4;4;2;2;4;4;3;
Карачаево-Черкесская Республика;7;8;10;13;11;11;10;9;10;9;11;10;10;10;
Республика Северная     Осетия –  Алания;6;5;5;5;5;4;5;5;3;1;1;-;1;3;
Чеченская Республика;7;7;5;7;7;5;4;4;4;4;3;4;3;3;
Ставропольский край;5;4;4;4;3;5;4;5;4;5;7;7;5;5;
Приволжский    федеральный округ;2524;2470;2404;2450;2407;2290;1920;1721;1663;1566;1498;1348;1197;1159;
Республика Башкортостан;179;185;180;184;178;166;142;142;138;124;119;116;109;127;
Республика Марий Эл;114;116;116;119;112;98;91;76;72;63;61;53;41;39;
Республика Мордовия;24;23;28;30;22;20;20;18;19;20;18;17;16;13;
Республика Татарстан;79;68;63;61;64;67;60;59;56;56;55;47;29;27;
Удмуртская Республика;169;159;165;169;162;136;113;109;105;101;100;88;74;67;
Чувашская Республика;29;29;30;34;31;29;23;21;21;22;16;14;14;12;
Пермский край;617;598;519;569;582;607;541;474;453;406;385;345;317;297;
Кировская область;865;876;876;879;853;784;584;492;480;467;438;387;370;351;
Нижегородская область;334;303;288;262;253;230;204;195;193;189;198;187;152;150;
Оренбургская область;2;1;2;5;5;6;6;7;7;8;7;7;8;9;
Пензенская область;36;33;40;39;42;45;43;36;33;32;31;30;22;26;
Самарская область;11;12;18;21;24;28;26;27;33;28;24;22;20;17;
Саратовская область;10;6;7;9;9;10;7;7;7;7;6;3;5;5;
Ульяновская область;55;61;72;69;70;64;60;58;46;43;40;32;20;19;
Уральский    федеральный округ;1636;1395;1390;1424;1370;1176;1074;968;894;815;773;698;582;553;
Курганская область;47;54;53;57;52;47;44;44;42;39;36;31;24;20;
Свердловская область;836;719;684;713;706;622;555;501;440;401;369;345;287;281;
Тюменская область;613;483;502;492;456;358;333;292;279;263;259;222;185;175;
в том числе:;;;;;;;;;;;;;;;
Ханты-Мансийский автономный округ – Югра;361;307;313;299;291;208;206;189;185;177;176;148;120;109;
Ямало-Ненецкий автономный округ;28;14;15;13;10;2;2;3;2;2;2;2;2;3;
Тюменская область без  автономных округов;224;162;174;180;155;148;125;100;92;84;81;72;63;63;
Челябинская область;140;139;151;162;156;149;142;131;133;112;109;100;86;77;
Сибирский     федеральный округ;5039;4834;4830;4780;4645;4092;3411;3040;2873;2630;2516;2092;1893;1836;
Республика Алтай;50;51;54;51;57;57;49;39;35;29;26;20;23;25;
Республика Тыва;17;7;8;14;18;16;13;12;9;5;4;5;5;4;
Республика Хакасия;94;74;74;82;85;81;73;74;69;68;65;61;39;33;
Алтайский край;120;123;136;135;125;110;92;72;67;56;56;59;55;49;
Красноярский край;1553;1529;1557;1593;1501;1382;1118;980;942;883;850;739;665;658;
Иркутская область;2308;2211;2118;2047;2034;1653;1329;1198;1157;1056;1021;798;758;726;
Кемеровская область;165;125;132;141;139;128;117;105;84;83;79;75;67;63;
Новосибирская область;250;260;295;287;293;275;263;211;184;158;146;96;92;90;
Омская область;105;94;95;67;61;67;60;60;52;45;43;29;27;32;
Томская область;377;360;361;363;332;323;297;289;274;247;226;210;162;156;
Дальневосточный    федеральный округ;2976;2507;2313;2147;2029;1938;1677;1512;1409;1319;1263;1138;1076;1068;
Республика Бурятия;333;302;303;315;304;290;263;251;223;216;223;190;190;200;
Республика Саха (Якутия);168;132;94;93;95;101;89;80;86;77;79;71;61;55;
Забайкальский край;277;199;222;214;203;198;163;146;141;132;115;111;102;104;
Камчатский  край;69;58;62;62;55;41;33;31;31;27;25;20;19;20;
Приморский край;485;414;419;390;345;349;312;288;276;271;256;239;230;236;
Хабаровский край;1008;920;762;620;597;548;482;421;389;361;349;324;311;297;
Амурская область;353;253;250;265;259;255;213;176;155;141;130;108;99;93;
Магаданская область;30;15;13;13;11;8;5;4;4;3;3;2;2;1;
Сахалинская область;187;151;121;113;101;93;72;70;58;51;47;40;34;36;
Еврейская автономная область;66;63;67;62;59;55;45;45;46;40;36;33;28;26;
Чукотский автономный округ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
??????;;;;;;;;;;;;;;;
1) Данные за 2005-2016 гг. приведены в соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2007 (КДЕС Ред.1.1) ОКВЭД-2007, с 2017 г.- в соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2014 (КДЕС Ред.2) ОКВЭД2.;;;;;;;;;;;;;;;
2) По данным государственной регистрации.;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;2017;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;2017;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
??????;;;;;;;;;;;;;;;
1) По данным государственной регистрации.;;;;;;;;;;;;;;;
2) По данным бухгалтерской отчетности. Знак (-) означает убыток.;;;;;;;;;;;;;;;
3) По данным бухгалтерской отчетности.;;;;;;;;;;;;;;;
